seqname	type	start	end	strand	feature_id
Chr4	gene	9575812	9577967	+	AT4G17010
Chr4	gene	9577776	9581439	-	AT4G17020
Chr4	gene	9581586	9583290	-	AT4G17030
Chr4	gene	9585705	9589362	-	AT4G17040
Chr4	gene	9589567	9592587	+	AT4G17050
Chr4	gene	9593529	9595249	-	AT4G17060
Chr4	gene	9595385	9598237	-	AT4G17070
Chr4	gene	9601451	9604207	+	AT4G17080
Chr4	gene	9604502	9604974	+	AT4G17085
Chr4	gene	9604962	9607334	-	AT4G17090
Chr4	gene	9608632	9611700	+	AT4G17098
Chr4	gene	9609910	9612676	-	AT4G17100
Chr4	gene	9613330	9636873	-	AT4G17140
Chr4	gene	9638174	9641756	+	AT4G17150
Chr4	gene	9641980	9643541	-	AT4G17160
Chr4	gene	9644713	9646366	-	AT4G17170
Chr4	gene	9646505	9648295	+	AT4G17180
Chr4	gene	9648527	9650912	-	AT4G17190
Chr4	gene	9651108	9652253	+	AT4G17200
Chr4	gene	9652585	9654257	-	AT4G17210
Chr4	gene	9655837	9656577	+	AT4G17215
Chr4	gene	9656838	9659463	-	AT4G17220
Chr4	gene	9660985	9663774	-	AT4G17230
Chr4	gene	9666593	9668374	-	AT4G17240
Chr4	gene	9669365	9670005	+	AT4G17245
Chr4	gene	9670881	9673417	+	AT4G17250
Chr4	gene	9673991	9675448	+	AT4G17260
Chr4	gene	9676127	9678777	+	AT4G17270
Chr4	gene	9678625	9680389	-	AT4G17280
Chr4	gene	9681539	9684975	+	AT4G17300
Chr4	gene	9685178	9686928	-	AT4G17310
Chr4	gene	9688888	9697578	-	AT4G17330
Chr4	gene	9699253	9700410	+	AT4G17340
Chr4	gene	9701132	9703574	+	AT4G17350
Chr4	gene	9703547	9705468	-	AT4G17360
Chr4	gene	9706058	9708261	+	AT4G17370
Chr4	gene	9708684	9714135	+	AT4G17380
Chr4	gene	9714092	9715612	-	AT4G17390
Chr4	gene	9715761	9721931	+	AT4G17410
Chr4	gene	9722356	9724640	-	AT4G17420
Chr4	gene	9724840	9726828	-	AT4G17430
Chr4	gene	9727740	9729263	+	AT4G17440
Chr4	gene	9738058	9738273	-	AT4G17453
Chr4	gene	9739663	9741146	+	AT4G17460
Chr4	gene	9742759	9744860	-	AT4G17470
Chr4	gene	9745006	9746966	-	AT4G17480
Chr4	gene	9747344	9748892	-	AT4G17483
Chr4	gene	9749728	9751709	-	AT4G17486
Chr4	gene	9752824	9753867	-	AT4G17490
Chr4	gene	9759325	9760340	+	AT4G17500
Chr4	gene	9764376	9766315	-	AT4G17505
Chr4	gene	9766971	9768770	-	AT4G17510
Chr4	gene	9771297	9773592	+	AT4G17520
Chr4	gene	9773548	9775607	-	AT4G17530
Chr4	gene	9775841	9777835	+	AT4G17540
Chr4	gene	9777648	9779738	-	AT4G17550
Chr4	gene	9780279	9782183	+	AT4G17560
Chr4	gene	9782508	9783644	-	AT4G17565
Chr4	gene	9783884	9787528	-	AT4G17570
Chr4	gene	9789789	9791145	-	AT4G17580
Chr4	gene	9792523	9793259	-	AT4G17585
Chr4	gene	9800843	9802591	-	AT4G17590
Chr4	gene	9803705	9804872	+	AT4G17600
Chr4	gene	9805513	9814910	-	AT4G17610
Chr4	gene	9815203	9815274	-	AT4G17612
Chr4	gene	9816452	9819312	+	AT4G17615
Chr4	gene	9819498	9821684	+	AT4G17616
Chr4	gene	9821913	9825029	+	AT4G17620
Chr4	gene	9825153	9827357	+	AT4G17640
Chr4	gene	9827515	9829659	+	AT4G17650
Chr4	gene	9831359	9833006	+	AT4G17660
Chr4	gene	9833661	9834727	-	AT4G17670
Chr4	gene	9842872	9844265	-	AT4G17680
Chr4	gene	9846127	9847107	+	AT4G17690
Chr4	gene	9848032	9850704	-	AT4G17695
Chr4	gene	9854322	9855745	+	AT4G17700
Chr4	gene	9856296	9859288	-	AT4G17710
Chr4	gene	9859795	9860208	-	AT4G17713
Chr4	gene	9861596	9861995	-	AT4G17718
Chr4	gene	9862446	9864663	-	AT4G17720
Chr4	gene	9865103	9867022	+	AT4G17730
Chr4	gene	9866977	9869752	-	AT4G17740
Chr4	gene	9869818	9871603	-	AT4G17750
Chr4	gene	9871789	9873398	+	AT4G17760
Chr4	gene	9873512	9873583	-	AT4G17765
Chr4	gene	9876238	9880254	+	AT4G17770
Chr4	gene	9880259	9881455	-	AT4G17780
Chr4	gene	9881635	9883432	-	AT4G17785
Chr4	gene	9888986	9889066	+	AT4G17788
Chr4	gene	9891051	9892807	+	AT4G17790
Chr4	gene	9895290	9896668	-	AT4G17800
Chr4	gene	9906848	9907657	+	AT4G17810
Chr4	gene	9915813	9918243	+	AT4G17830
Chr4	gene	9918052	9920475	-	AT4G17840
Chr4	gene	9922990	9923850	+	AT4G17850
Chr4	gene	9924698	9926372	-	AT4G17860
Chr4	gene	9928678	9929518	+	AT4G17870
Chr4	gene	9933366	9935586	-	AT4G17880
Chr4	gene	9937022	9939493	+	AT4G17890
Chr4	gene	9939695	9942772	+	AT4G17895
Chr4	gene	9945870	9948078	+	AT4G17900
Chr4	gene	9948853	9949785	-	AT4G17905
Chr4	gene	9951173	9953979	-	AT4G17910
Chr4	gene	9963221	9964090	-	AT4G17920
Chr4	gene	9964619	9964840	+	AT4G17930
Chr4	gene	9965742	9966969	+	AT4G17940
Chr4	gene	9966990	9969232	-	AT4G17950
Chr4	gene	9970847	9972457	+	AT4G17960
Chr4	gene	9975408	9977722	+	AT4G17970
Chr4	gene	9978106	9978177	-	AT4G17975
Chr4	gene	9978850	9980038	-	AT4G17980
Chr4	gene	9984386	9985805	-	AT4G17990
Chr4	gene	9989476	9989613	-	AT4G17998
Chr4	gene	9989753	9990136	-	AT4G18000
Chr4	gene	9991012	9994420	-	AT4G18010
Chr4	gene	10003261	10007626	-	AT4G18020
Chr4	gene	10012361	10015815	-	AT4G18030
Chr4	gene	10016567	10018228	-	AT4G18040
Chr4	gene	10022205	10027415	+	AT4G18050
Chr4	gene	10027480	10029899	-	AT4G18060
Chr4	gene	10030632	10032963	+	AT4G18070
Chr4	gene	10033210	10033935	-	AT4G18080
Chr4	gene	10034011	10034847	-	AT4G18090
Chr4	gene	10035485	10036541	-	AT4G18100
Chr4	gene	10037077	10037718	-	AT4G18110
Chr4	gene	10038126	10042248	+	AT4G18120
Chr4	gene	10042137	10046082	-	AT4G18130
Chr4	gene	10046575	10049438	-	AT4G18140
Chr4	gene	10050211	10054031	+	AT4G18150
Chr4	gene	10055696	10057736	+	AT4G18160
Chr4	gene	10061373	10062841	+	AT4G18170
Chr4	gene	10065626	10067317	+	AT4G18180
Chr4	gene	10067810	10069338	+	AT4G18190
Chr4	gene	10069694	10071115	+	AT4G18195
Chr4	gene	10071634	10073236	+	AT4G18197
Chr4	gene	10073758	10075271	+	AT4G18205
Chr4	gene	10076079	10077748	+	AT4G18210
Chr4	gene	10078768	10080109	+	AT4G18220
Chr4	gene	10080352	10081939	-	AT4G18230
Chr4	gene	10082108	10087203	+	AT4G18240
Chr4	gene	10087343	10091963	-	AT4G18250
Chr4	gene	10093067	10093146	-	AT4G18255
Chr4	gene	10093524	10097503	-	AT4G18260
Chr4	gene	10099208	10101897	-	AT4G18270
Chr4	gene	10103996	10104733	+	AT4G18280
Chr4	gene	10107585	10107749	+	AT4G18282
Chr4	gene	10115418	10118599	+	AT4G18290
Chr4	gene	10118852	10120981	+	AT4G18300
Chr4	gene	10122075	10122990	+	AT4G18310
Chr4	gene	10124521	10125978	+	AT4G18320
Chr4	gene	10126579	10128734	+	AT4G18330
Chr4	gene	10128869	10129363	+	AT4G18335
Chr4	gene	10130050	10132061	-	AT4G18340
Chr4	gene	10142650	10144445	+	AT4G18350
Chr4	gene	10145919	10148682	-	AT4G18360
Chr4	gene	10149129	10151218	+	AT4G18370
Chr4	gene	10151116	10152120	-	AT4G18372
Chr4	gene	10152486	10155293	+	AT4G18375
Chr4	gene	10157887	10159748	+	AT4G18380
Chr4	gene	10162953	10165562	-	AT4G18390
Chr4	gene	10169444	10169930	+	AT4G18395
Chr4	gene	10169866	10171257	-	AT4G18400
Chr4	gene	10176150	10176590	-	AT4G18422
Chr4	gene	10181334	10182140	-	AT4G18425
Chr4	gene	10183717	10185280	-	AT4G18430
Chr4	gene	10186131	10188909	-	AT4G18440
Chr4	gene	10190250	10191161	-	AT4G18450
Chr4	gene	10195537	10196796	-	AT4G18460
Chr4	gene	10197056	10201611	+	AT4G18465
Chr4	gene	10192909	10195662	+	AT4G18470
Chr4	gene	10201672	10203469	-	AT4G18480
Chr4	gene	10203598	10208197	+	AT4G18490
Chr4	gene	10209148	10209411	-	AT4G18500
Chr4	gene	10209174	10209733	+	AT4G18501
Chr4	gene	10211869	10212421	+	AT4G18510
Chr4	gene	10215120	10217204	-	AT4G18520
Chr4	gene	10217338	10220500	+	AT4G18530
Chr4	gene	10221203	10223028	-	AT4G18540
Chr4	gene	10224921	10226862	-	AT4G18550
Chr4	gene	10231218	10234693	+	AT4G18570
Chr4	gene	10234667	10236045	-	AT4G18580
Chr4	gene	10236225	10237185	+	AT4G18590
Chr4	gene	10237572	10238836	+	AT4G18593
Chr4	gene	10239017	10239851	+	AT4G18596
Chr4	gene	10239881	10247372	-	AT4G18600
Chr4	gene	10250698	10251542	+	AT4G18610
Chr4	gene	10254359	10254853	+	AT4G18620
Chr4	gene	10257078	10258943	+	AT4G18630
Chr4	gene	10259678	10263764	+	AT4G18640
Chr4	gene	10263969	10265439	-	AT4G18650
Chr4	gene	10273480	10274872	+	AT4G18660
Chr4	gene	10275462	10278491	-	AT4G18670
Chr4	gene	10281033	10281740	+	AT4G18680
Chr4	gene	10282762	10283803	+	AT4G18690
Chr4	gene	10284401	10284667	+	AT4G18692
Chr4	gene	10288798	10290850	-	AT4G18700
Chr4	gene	10296273	10301228	+	AT4G18710
Chr4	gene	10299945	10301228	+	AT4G18720
Chr4	gene	10302001	10302073	+	AT4G18725
Chr4	gene	10302163	10303382	+	AT4G18730
Chr4	gene	10303414	10304576	-	AT4G18740
Chr4	gene	10304850	10307570	+	AT4G18750
Chr4	gene	10308163	10309458	-	AT4G18760
Chr4	gene	10311030	10313104	+	AT4G18770
Chr4	gene	10312624	10316790	-	AT4G18780
Chr4	gene	10317785	10319660	-	AT4G18790
Chr4	gene	10319862	10321551	-	AT4G18800
Chr4	gene	10322156	10325816	-	AT4G18810
Chr4	gene	10325965	10326036	-	AT4G18815
Chr4	gene	10330371	10334268	+	AT4G18820
Chr4	gene	10334911	10335282	-	AT4G18823
Chr4	gene	10337205	10338612	+	AT4G18830
Chr4	gene	10338719	10340356	-	AT4G18840
Chr4	gene	10342063	10342242	-	AT4G18850
Chr4	gene	10344687	10345588	+	AT4G18860
Chr4	gene	10346168	10347228	+	AT4G18870
Chr4	gene	10347582	10349562	-	AT4G18880
Chr4	gene	10352622	10355555	+	AT4G18890
Chr4	gene	10356465	10359078	+	AT4G18900
Chr4	gene	10359896	10363285	+	AT4G18905
Chr4	gene	10366059	10368381	+	AT4G18910
Chr4	gene	10368755	10370212	+	AT4G18920
Chr4	gene	10370704	10372045	+	AT4G18930
Chr4	gene	10372732	10373612	+	AT4G18940
Chr4	gene	10375364	10378390	+	AT4G18950
Chr4	gene	10382856	10388539	+	AT4G18960
Chr4	gene	10388722	10390991	-	AT4G18970
Chr4	gene	10391965	10393991	-	AT4G18975
Chr4	gene	10398918	10399512	+	AT4G18980
Chr4	gene	10401910	10404248	-	AT4G18990
Chr4	gene	10405503	10407339	+	AT4G19000
Chr4	gene	10407440	10409012	-	AT4G19003
Chr4	gene	10409183	10411465	-	AT4G19006
Chr4	gene	10411490	10414249	-	AT4G19010
Chr4	gene	10414526	10421209	+	AT4G19020
Chr4	gene	10421525	10423487	-	AT4G19030
Chr4	gene	10427807	10428516	-	AT4G19035
Chr4	gene	10430009	10430998	-	AT4G19038
Chr4	gene	10431520	10437431	-	AT4G19040
Chr4	gene	10438024	10439900	-	AT4G19045
Chr4	gene	10439984	10444121	-	AT4G19050
Chr4	gene	10444916	10446300	-	AT4G19060
Chr4	gene	10446340	10448190	-	AT4G19070
Chr4	gene	10448813	10449796	-	AT4G19080
Chr4	gene	10449900	10452757	+	AT4G19090
Chr4	gene	10452889	10453521	-	AT4G19095
Chr4	gene	10453415	10454359	+	AT4G19100
Chr4	gene	10454497	10459328	-	AT4G19110
Chr4	gene	10454528	10459328	-	AT4G19112
Chr4	gene	10460295	10464174	-	AT4G19120
Chr4	gene	10466477	10469092	-	AT4G19130
Chr4	gene	10469664	10471390	+	AT4G19140
Chr4	gene	10471331	10472742	-	AT4G19150
Chr4	gene	10477296	10480141	+	AT4G19160
Chr4	gene	10481786	10483857	+	AT4G19170
Chr4	gene	10485325	10488413	-	AT4G19180
Chr4	gene	10489042	10491671	-	AT4G19185
Chr4	gene	10493247	10496160	+	AT4G19190
Chr4	gene	10496228	10498192	+	AT4G19191
Chr4	gene	10498876	10500722	+	AT4G19200
Chr4	gene	10501200	10505217	+	AT4G19210
Chr4	gene	10505266	10508121	-	AT4G19220
Chr4	gene	10521379	10523961	+	AT4G19230
Chr4	gene	10527800	10529092	-	AT4G19240
Chr4	gene	10531504	10532190	+	AT4G19250
Chr4	gene	10533296	10536262	+	AT4G19260
Chr4	gene	10537555	10538021	-	AT4G19270
Chr4	gene	10554982	10558675	+	AT4G19330
Chr4	gene	10559610	10560884	+	AT4G19340
Chr4	gene	10562023	10563757	-	AT4G19350
Chr4	gene	10564159	10565437	+	AT4G19360
Chr4	gene	10566150	10567838	-	AT4G19370
Chr4	gene	10568365	10572412	-	AT4G19380
Chr4	gene	10574768	10576428	-	AT4G19390
Chr4	gene	10578652	10578755	+	AT4G19395
Chr4	gene	10580827	10581989	-	AT4G19400
Chr4	gene	10580893	10585861	-	AT4G19410
Chr4	gene	10587166	10590588	-	AT4G19420
Chr4	gene	10598445	10599151	-	AT4G19430
Chr4	gene	10600788	10604520	-	AT4G19440
Chr4	gene	10606453	10609335	+	AT4G19450
Chr4	gene	10610309	10612005	-	AT4G19460
Chr4	gene	10612993	10614339	-	AT4G19470
Chr4	gene	10614780	10615316	-	AT4G19480
Chr4	gene	10615796	10623521	+	AT4G19490
Chr4	gene	10625659	10631570	+	AT4G19500
Chr4	gene	10633685	10639001	+	AT4G19510
Chr4	gene	10639269	10647079	-	AT4G19520
Chr4	gene	10651744	10657282	+	AT4G19530
Chr4	gene	10657383	10659233	+	AT4G19540
Chr4	gene	10659253	10661311	-	AT4G19550
Chr4	gene	10661428	10664716	+	AT4G19560
Chr4	gene	10665294	10667318	+	AT4G19570
Chr4	gene	10668367	10669452	+	AT4G19580
Chr4	gene	10671199	10672290	+	AT4G19590
Chr4	gene	10672765	10676735	+	AT4G19600
Chr4	gene	10677229	10681771	+	AT4G19610
Chr4	gene	10682433	10682844	-	AT4G19620
Chr4	gene	10683936	10684683	-	AT4G19630
Chr4	gene	10687198	10689617	-	AT4G19640
Chr4	gene	10689846	10691724	-	AT4G19645
Chr4	gene	10691674	10695701	+	AT4G19650
Chr4	gene	10696266	10698243	-	AT4G19660
Chr4	gene	10699238	10702040	-	AT4G19670
Chr4	gene	10703362	10704816	+	AT4G19680
Chr4	gene	10707426	10709015	+	AT4G19690
Chr4	gene	10713561	10714707	-	AT4G19700
Chr4	gene	10724855	10729768	+	AT4G19710
Chr4	gene	10730363	10731750	-	AT4G19720
Chr4	gene	10733864	10734975	-	AT4G19730
Chr4	gene	10739567	10740620	-	AT4G19740
Chr4	gene	10745682	10747127	-	AT4G19750
Chr4	gene	10750381	10752028	+	AT4G19760
Chr4	gene	10753310	10754181	-	AT4G19770
Chr4	gene	10760830	10762104	-	AT4G19800
Chr4	gene	10763934	10765753	-	AT4G19810
Chr4	gene	10767436	10768614	-	AT4G19820
Chr4	gene	10772133	10772270	-	AT4G19829
Chr4	gene	10772402	10774023	-	AT4G19830
Chr4	gene	10774273	10775901	+	AT4G19840
Chr4	gene	10776657	10777588	+	AT4G19850
Chr4	gene	10777512	10780461	-	AT4G19860
Chr4	gene	10780956	10782365	-	AT4G19865
Chr4	gene	10782632	10784263	-	AT4G19870
Chr4	gene	10784391	10786556	-	AT4G19880
Chr4	gene	10786948	10789053	-	AT4G19890
Chr4	gene	10789096	10791433	-	AT4G19900
Chr4	gene	10794165	10794758	-	AT4G19905
Chr4	gene	10795869	10796687	-	AT4G19910
Chr4	gene	10797217	10798388	-	AT4G19920
Chr4	gene	10799875	10800726	-	AT4G19925
Chr4	gene	10803558	10804853	+	AT4G19930
Chr4	gene	10806195	10807532	+	AT4G19940
Chr4	gene	10809877	10811084	+	AT4G19950
Chr4	gene	10813548	10817070	+	AT4G19960
Chr4	gene	10818242	10825381	+	AT4G19970
Chr4	gene	10828153	10828536	-	AT4G19980
Chr4	gene	10830237	10832094	-	AT4G19985
Chr4	gene	10832303	10835700	+	AT4G19990
Chr4	gene	10838310	10839142	+	AT4G20000
Chr4	gene	10840974	10841096	-	AT4G20006
Chr4	gene	10841983	10844124	+	AT4G20010
Chr4	gene	10844131	10846147	-	AT4G20020
Chr4	gene	10846315	10847392	+	AT4G20030
Chr4	gene	10847299	10849115	-	AT4G20040
Chr4	gene	10849782	10853346	-	AT4G20050
Chr4	gene	10854790	10859330	-	AT4G20060
Chr4	gene	10861455	10864696	+	AT4G20070
Chr4	gene	10865295	10867619	+	AT4G20080
Chr4	gene	10868400	10870382	-	AT4G20090
Chr4	gene	10871643	10873615	-	AT4G20095
Chr4	gene	10873999	10874865	-	AT4G20100
Chr4	gene	10875233	10878730	+	AT4G20110
Chr4	gene	10878724	10878797	-	AT4G20115
Chr4	gene	10878887	10881945	+	AT4G20130
Chr4	gene	10884197	10888270	+	AT4G20140
Chr4	gene	10888262	10889597	-	AT4G20150
Chr4	gene	10890983	10894971	+	AT4G20160
Chr4	gene	10896679	10899141	+	AT4G20170
Chr4	gene	10906508	10907677	-	AT4G20190
Chr4	gene	10908672	10911151	-	AT4G20200
Chr4	gene	10913613	10918282	-	AT4G20210
Chr4	gene	10918676	10922396	+	AT4G20220
Chr4	gene	10924121	10926758	-	AT4G20230
Chr4	gene	10929146	10931277	-	AT4G20235
Chr4	gene	10931493	10934212	-	AT4G20240
Chr4	gene	10937990	10940528	-	AT4G20250
Chr4	gene	10940746	10943561	+	AT4G20260
Chr4	gene	10949661	10953083	+	AT4G20270
Chr4	gene	10953547	10954974	+	AT4G20280
Chr4	gene	10955159	10955584	-	AT4G20290
Chr4	gene	10955438	10959213	+	AT4G20300
Chr4	gene	10961612	10964056	+	AT4G20310
Chr4	gene	10974463	10979464	+	AT4G20320
Chr4	gene	10979741	10982646	+	AT4G20325
Chr4	gene	10982517	10984521	-	AT4G20330
Chr4	gene	10984707	10987748	+	AT4G20340
Chr4	gene	10988037	10989890	+	AT4G20350
Chr4	gene	10989952	10991709	+	AT4G20360
Chr4	gene	10991615	10992159	-	AT4G20362
Chr4	gene	11000771	11002996	-	AT4G20370
Chr4	gene	11004517	11006788	+	AT4G20380
Chr4	gene	11007035	11008066	+	AT4G20390
Chr4	gene	11008666	11013860	+	AT4G20400
Chr4	gene	11013895	11016576	-	AT4G20410
Chr4	gene	11016970	11017623	+	AT4G20420
Chr4	gene	11017629	11021280	-	AT4G20430
Chr4	gene	11022075	11023755	-	AT4G20440
Chr4	gene	11024054	11029008	-	AT4G20450
Chr4	gene	11029736	11032677	-	AT4G20460
Chr4	gene	11032332	11032754	-	AT4G20470
Chr4	gene	11034272	11035874	-	AT4G20480
Chr4	gene	11045912	11047716	+	AT4G20520
Chr4	gene	11048627	11050975	+	AT4G20530
Chr4	gene	11051886	11054234	+	AT4G20540
Chr4	gene	11055145	11057493	+	AT4G20550
Chr4	gene	11058404	11060752	+	AT4G20560
Chr4	gene	11061663	11064011	+	AT4G20570
Chr4	gene	11064922	11067270	+	AT4G20580
Chr4	gene	11068181	11070529	+	AT4G20590
Chr4	gene	11071440	11073788	+	AT4G20600
Chr4	gene	11074699	11077047	+	AT4G20610
Chr4	gene	11077958	11080306	+	AT4G20620
Chr4	gene	11082804	11085152	+	AT4G20630
Chr4	gene	11086063	11088411	+	AT4G20640
Chr4	gene	11089322	11091671	+	AT4G20650
Chr4	gene	11092539	11093621	+	AT4G20670
Chr4	gene	11095027	11096307	+	AT4G20680
Chr4	gene	11097242	11098024	-	AT4G20690
Chr4	gene	11098270	11100055	+	AT4G20700
Chr4	gene	11105318	11108053	+	AT4G20720
Chr4	gene	11126151	11128334	+	AT4G20740
Chr4	gene	11129015	11130770	+	AT4G20760
Chr4	gene	11130762	11133086	-	AT4G20770
Chr4	gene	11133186	11133970	-	AT4G20780
Chr4	gene	11134775	11136423	-	AT4G20790
Chr4	gene	11139609	11141311	+	AT4G20800
Chr4	gene	11141427	11143597	-	AT4G20810
Chr4	gene	11150160	11151758	+	AT4G20820
Chr4	gene	11155453	11157806	+	AT4G20830
Chr4	gene	11157916	11159535	+	AT4G20840
Chr4	gene	11160721	11169889	-	AT4G20850
Chr4	gene	11172622	11174467	+	AT4G20860
Chr4	gene	11174450	11176881	-	AT4G20870
Chr4	gene	11179115	11180799	-	AT4G20880
Chr4	gene	11182092	11184072	+	AT4G20890
Chr4	gene	11184103	11185844	-	AT4G20900
Chr4	gene	11186010	11191116	-	AT4G20910
Chr4	gene	11193597	11197577	-	AT4G20920
Chr4	gene	11198389	11201087	-	AT4G20930
Chr4	gene	11202728	11206280	+	AT4G20940
Chr4	gene	11211946	11213644	+	AT4G20960
Chr4	gene	11215259	11216212	+	AT4G20970
Chr4	gene	11216881	11219638	+	AT4G20980
Chr4	gene	11219772	11221126	+	AT4G20990
Chr4	gene	11222529	11223756	+	AT4G21000
Chr4	gene	11226286	11227363	-	AT4G21010
Chr4	gene	11228187	11229577	+	AT4G21020
Chr4	gene	11231414	11231998	+	AT4G21030
Chr4	gene	11234807	11235505	-	AT4G21040
Chr4	gene	11238441	11239073	+	AT4G21050
Chr4	gene	11240730	11245049	+	AT4G21060
Chr4	gene	11245954	11247807	+	AT4G21065
Chr4	gene	11248078	11252724	+	AT4G21070
Chr4	gene	11254602	11255351	-	AT4G21080
Chr4	gene	11256459	11258588	-	AT4G21090
Chr4	gene	11258761	11265463	-	AT4G21100
Chr4	gene	11265651	11267049	+	AT4G21105
Chr4	gene	11267185	11268959	+	AT4G21110
Chr4	gene	11270045	11273973	+	AT4G21120
Chr4	gene	11274296	11276299	+	AT4G21130
Chr4	gene	11277491	11278222	-	AT4G21140
Chr4	gene	11278403	11283848	+	AT4G21150
Chr4	gene	11284147	11286767	+	AT4G21160
Chr4	gene	11286756	11288754	-	AT4G21170
Chr4	gene	11288913	11292389	+	AT4G21180
Chr4	gene	11292192	11294009	-	AT4G21190
Chr4	gene	11294180	11295430	+	AT4G21192
Chr4	gene	11302685	11306601	+	AT4G21200
Chr4	gene	11306945	11308742	+	AT4G21210
Chr4	gene	11309879	11310139	+	AT4G21213
Chr4	gene	11310385	11313709	-	AT4G21215
Chr4	gene	11314441	11314593	-	AT4G21216
Chr4	gene	11316828	11319067	-	AT4G21220
Chr4	gene	11319139	11321679	-	AT4G21230
Chr4	gene	11322411	11323664	+	AT4G21240
Chr4	gene	11325002	11326783	+	AT4G21250
Chr4	gene	11327543	11329057	+	AT4G21260
Chr4	gene	11329363	11334135	-	AT4G21270
Chr4	gene	11334402	11335773	+	AT4G21280
Chr4	gene	11336479	11339052	+	AT4G21300
Chr4	gene	11339048	11340070	-	AT4G21310
Chr4	gene	11340362	11341877	+	AT4G21320
Chr4	gene	11342494	11345632	+	AT4G21323
Chr4	gene	11345974	11349653	+	AT4G21326
Chr4	gene	11349922	11350694	+	AT4G21330
Chr4	gene	11352985	11354776	+	AT4G21340
Chr4	gene	11356143	11357267	-	AT4G21350
Chr4	gene	11375364	11375481	+	AT4G21362
Chr4	gene	11383541	11383955	+	AT4G21366
Chr4	gene	11388925	11393226	-	AT4G21380
Chr4	gene	11394355	11397583	-	AT4G21390
Chr4	gene	11399131	11401709	-	AT4G21400
Chr4	gene	11402314	11405056	-	AT4G21410
Chr4	gene	11407804	11412159	-	AT4G21430
Chr4	gene	11418246	11419760	-	AT4G21440
Chr4	gene	11424710	11425767	+	AT4G21445
Chr4	gene	11425957	11428386	+	AT4G21450
Chr4	gene	11428510	11430732	+	AT4G21460
Chr4	gene	11431105	11433322	+	AT4G21470
Chr4	gene	11433303	11435284	-	AT4G21480
Chr4	gene	11436495	11439326	-	AT4G21490
Chr4	gene	11440936	11441734	-	AT4G21500
Chr4	gene	11445849	11447163	-	AT4G21510
Chr4	gene	11447434	11450443	-	AT4G21520
Chr4	gene	11450556	11456007	+	AT4G21530
Chr4	gene	11456230	11458820	+	AT4G21534
Chr4	gene	11459553	11462606	+	AT4G21540
Chr4	gene	11463104	11468679	+	AT4G21550
Chr4	gene	11468761	11470533	-	AT4G21560
Chr4	gene	11470883	11472981	-	AT4G21570
Chr4	gene	11475719	11477768	+	AT4G21580
Chr4	gene	11477988	11479953	+	AT4G21585
Chr4	gene	11480344	11482719	+	AT4G21590
Chr4	gene	11482879	11483257	-	AT4G21595
Chr4	gene	11485119	11487416	+	AT4G21600
Chr4	gene	11488976	11490398	+	AT4G21610
Chr4	gene	11491482	11492167	+	AT4G21620
Chr4	gene	11492248	11495500	-	AT4G21630
Chr4	gene	11496834	11500618	-	AT4G21640
Chr4	gene	11501198	11504678	-	AT4G21650
Chr4	gene	11505961	11509842	-	AT4G21660
Chr4	gene	11511115	11517396	+	AT4G21670
Chr4	gene	11517353	11519765	-	AT4G21680
Chr4	gene	11527229	11529060	+	AT4G21690
Chr4	gene	11529956	11532844	+	AT4G21700
Chr4	gene	11532971	11534847	-	AT4G21705
Chr4	gene	11535525	11542268	-	AT4G21710
Chr4	gene	11542490	11544608	+	AT4G21720
Chr4	gene	11545926	11546434	+	AT4G21740
Chr4	gene	11548618	11550622	+	AT4G21745
Chr4	gene	11555186	11560733	+	AT4G21750
Chr4	gene	11561229	11563950	+	AT4G21760
Chr4	gene	11563517	11566357	-	AT4G21770
Chr4	gene	11567130	11567699	+	AT4G21780
Chr4	gene	11569765	11572549	+	AT4G21790
Chr4	gene	11572789	11575145	+	AT4G21800
Chr4	gene	11575096	11577195	-	AT4G21810
Chr4	gene	11577524	11584053	+	AT4G21820
Chr4	gene	11584346	11585419	-	AT4G21830
Chr4	gene	11587049	11588272	-	AT4G21840
Chr4	gene	11591116	11592238	-	AT4G21850
Chr4	gene	11600005	11601577	-	AT4G21860
Chr4	gene	11601905	11603276	+	AT4G21865
Chr4	gene	11603568	11604331	-	AT4G21870
Chr4	gene	11604986	11610651	+	AT4G21880
Chr4	gene	11611843	11612903	-	AT4G21890
Chr4	gene	11613314	11614941	-	AT4G21895
Chr4	gene	11616346	11619350	-	AT4G21900
Chr4	gene	11619786	11620139	+	AT4G21902
Chr4	gene	11620998	11623797	-	AT4G21903
Chr4	gene	11625362	11631078	-	AT4G21910
Chr4	gene	11636084	11636473	-	AT4G21920
Chr4	gene	11638701	11640164	-	AT4G21926
Chr4	gene	11639757	11640583	+	AT4G21930
Chr4	gene	11640802	11643762	+	AT4G21940
Chr4	gene	11644218	11644605	+	AT4G21950
Chr4	gene	11646174	11648462	-	AT4G21960
Chr4	gene	11653380	11654136	+	AT4G21970
Chr4	gene	11655589	11657034	+	AT4G21980
Chr4	gene	11657008	11659167	-	AT4G21990
Chr4	gene	11659638	11660906	-	AT4G22000
Chr4	gene	11663324	11666715	+	AT4G22010
Chr4	gene	11672396	11675575	+	AT4G22030
Chr4	gene	11683865	11685644	+	AT4G22050
Chr4	gene	11687620	11689021	+	AT4G22060
Chr4	gene	11691378	11694392	-	AT4G22070
Chr4	gene	11700555	11702666	-	AT4G22080
Chr4	gene	11704003	11706042	-	AT4G22090
